population,minimum_age,maximum_age,gender,zipcode,geo_id
1,21.0,21.0,male,75481,8600000US75481
534,40.0,44.0,female,63050,8600000US63050
1330,35.0,39.0,female,84065,8600000US84065
1077,35.0,39.0,female,46222,8600000US46222
18,18.0,19.0,female,93608,8600000US93608
6,62.0,64.0,male,71253,8600000US71253
43,40.0,44.0,female,24314,8600000US24314
1492,35.0,39.0,male,77546,8600000US77546
105,30.0,34.0,female,41562,8600000US41562
69,65.0,66.0,female,74056,8600000US74056
26,18.0,19.0,male,49947,8600000US49947
14,65.0,66.0,female,98572,8600000US98572
216,30.0,34.0,female,56265,8600000US56265
38,60.0,61.0,female,55027,8600000US55027
1363,30.0,34.0,male,98277,8600000US98277
10,50.0,54.0,female,61552,8600000US61552
255,50.0,54.0,male,29572,8600000US29572
27,40.0,44.0,male,55713,8600000US55713
21,70.0,74.0,male,97489,8600000US97489
1377,45.0,49.0,female,33604,8600000US33604
10,18.0,19.0,female,67484,8600000US67484
169,65.0,66.0,male,98371,8600000US98371
34,40.0,44.0,male,93043,8600000US93043
354,30.0,34.0,female,83333,8600000US83333
97,21.0,21.0,male,13815,8600000US13815
66,55.0,59.0,female,14555,8600000US14555
2,50.0,54.0,male,76939,8600000US76939
687,nan,nan,nan,1086,8600000US01086
2,21.0,21.0,male,14480,8600000US14480
3,20.0,20.0,female,80137,8600000US80137
108,35.0,39.0,male,65734,8600000US65734
26,18.0,19.0,female,43727,8600000US43727
3352,nan,nan,male,10590,8600000US10590
349,62.0,64.0,female,98310,8600000US98310
7,25.0,29.0,female,72544,8600000US72544
71,22.0,24.0,female,76305,8600000US76305
129,0.0,4.0,female,88045,8600000US88045
18,0.0,4.0,male,28736,8600000US28736
1532,10.0,14.0,male,72762,8600000US72762
260,10.0,14.0,male,6906,8600000US06906
649,5.0,9.0,male,2090,8600000US02090
219,45.0,49.0,male,66609,8600000US66609
59,80.0,84.0,male,97487,8600000US97487
9,35.0,39.0,male,83525,8600000US83525
1016,50.0,54.0,female,94002,8600000US94002
154,85.0,nan,female,15057,8600000US15057
27,67.0,69.0,female,62427,8600000US62427
389,nan,nan,nan,64036,8600000US64036
20,25.0,29.0,male,68455,8600000US68455
45,20.0,20.0,male,26155,8600000US26155
5823,nan,nan,female,97361,8600000US97361
96,45.0,49.0,male,39116,8600000US39116
74,20.0,20.0,male,29472,8600000US29472
9,62.0,64.0,male,12436,8600000US12436
24,75.0,79.0,female,78827,8600000US78827
9,85.0,nan,male,28510,8600000US28510
177,50.0,54.0,male,3451,8600000US03451
13,60.0,61.0,female,87548,8600000US87548
3569,10.0,14.0,male,90250,8600000US90250
242,70.0,74.0,female,76104,8600000US76104
8,22.0,24.0,male,80612,8600000US80612
173,5.0,9.0,male,61036,8600000US61036
288,nan,nan,female,78141,8600000US78141
18,22.0,24.0,female,24925,8600000US24925
32,70.0,74.0,female,47469,8600000US47469
50,25.0,29.0,male,61285,8600000US61285
404,85.0,nan,female,93906,8600000US93906
128,75.0,79.0,female,75068,8600000US75068
11,18.0,19.0,female,5674,8600000US05674
25,5.0,9.0,male,41204,8600000US41204
9,21.0,21.0,female,37723,8600000US37723
246,30.0,34.0,female,4039,8600000US04039
1,20.0,20.0,female,81131,8600000US81131
2,40.0,44.0,female,15733,8600000US15733
456,22.0,24.0,female,70002,8600000US70002
4,20.0,20.0,female,53553,8600000US53553
137,70.0,74.0,female,37820,8600000US37820
28,18.0,19.0,female,35087,8600000US35087
1,75.0,79.0,male,56294,8600000US56294
28,20.0,20.0,female,34134,8600000US34134
343,10.0,14.0,female,11360,8600000US11360
10,85.0,nan,male,18818,8600000US18818
255,15.0,17.0,female,616,8600000US00616
1220,55.0,59.0,male,85205,8600000US85205
152,55.0,59.0,female,53530,8600000US53530
21,21.0,21.0,male,61048,8600000US61048
108,25.0,29.0,female,39827,8600000US39827
40,62.0,64.0,female,43003,8600000US43003
1334,35.0,39.0,female,55016,8600000US55016
4,5.0,9.0,male,12512,8600000US12512
72,18.0,19.0,female,87328,8600000US87328
15,85.0,nan,female,45873,8600000US45873
8,25.0,29.0,male,41607,8600000US41607
183,nan,nan,female,93652,8600000US93652
18,67.0,69.0,female,47949,8600000US47949
75,18.0,19.0,male,37036,8600000US37036
414,10.0,14.0,male,1562,8600000US01562
21,50.0,54.0,female,84723,8600000US84723
734,5.0,9.0,female,6514,8600000US06514
9,60.0,61.0,male,96054,8600000US96054
48,40.0,44.0,male,89025,8600000US89025
71,25.0,29.0,female,98601,8600000US98601
31,45.0,49.0,male,37019,8600000US37019
142,40.0,44.0,female,45887,8600000US45887
1,10.0,14.0,female,43786,8600000US43786
175,85.0,nan,male,89129,8600000US89129
159,15.0,17.0,male,81631,8600000US81631
30,67.0,69.0,male,59824,8600000US59824
2552,nan,nan,nan,87008,8600000US87008
243,40.0,44.0,male,85929,8600000US85929
1,60.0,61.0,male,14529,8600000US14529
63,25.0,29.0,female,45742,8600000US45742
159,25.0,29.0,male,22821,8600000US22821
38,67.0,69.0,female,8020,8600000US08020
967,55.0,59.0,female,48336,8600000US48336
73,75.0,79.0,female,37645,8600000US37645
90,50.0,54.0,female,45880,8600000US45880
16,70.0,74.0,female,51564,8600000US51564
141,5.0,9.0,male,45347,8600000US45347
4,21.0,21.0,female,52171,8600000US52171
799,55.0,59.0,female,21113,8600000US21113
3,18.0,19.0,female,79852,8600000US79852
10,21.0,21.0,male,61531,8600000US61531
374,67.0,69.0,female,36067,8600000US36067
71,80.0,84.0,female,56474,8600000US56474
7344,nan,nan,female,33129,8600000US33129
15,30.0,34.0,male,22535,8600000US22535
2794,35.0,39.0,female,60617,8600000US60617
168,35.0,39.0,male,70668,8600000US70668
128,65.0,66.0,male,12589,8600000US12589
1267,25.0,29.0,female,28348,8600000US28348
188,70.0,74.0,female,36401,8600000US36401
113,67.0,69.0,male,14467,8600000US14467
1106,nan,nan,female,45860,8600000US45860
9,62.0,64.0,male,26636,8600000US26636
188,67.0,69.0,female,77328,8600000US77328
23,62.0,64.0,male,67561,8600000US67561
19,22.0,24.0,male,48468,8600000US48468
24,18.0,19.0,male,54009,8600000US54009
5,50.0,54.0,male,15780,8600000US15780
119,55.0,59.0,female,72355,8600000US72355
22,62.0,64.0,male,93526,8600000US93526
198,65.0,66.0,female,28704,8600000US28704
104,55.0,59.0,female,72366,8600000US72366
28,5.0,9.0,male,83543,8600000US83543
620,50.0,54.0,male,52241,8600000US52241
13,50.0,54.0,female,26343,8600000US26343
81,60.0,61.0,male,95202,8600000US95202
36,25.0,29.0,female,83539,8600000US83539
14029,nan,nan,nan,32534,8600000US32534
36,10.0,14.0,female,47926,8600000US47926
324,85.0,nan,female,641,8600000US00641
30,15.0,17.0,female,32346,8600000US32346
320,nan,nan,male,59648,8600000US59648
4,30.0,34.0,male,13345,8600000US13345
12,10.0,14.0,male,16750,8600000US16750
5,20.0,20.0,male,52345,8600000US52345
20,10.0,14.0,female,51562,8600000US51562
459,40.0,44.0,male,37166,8600000US37166
26,80.0,84.0,female,58746,8600000US58746
479,50.0,54.0,female,87571,8600000US87571
27,21.0,21.0,female,73103,8600000US73103
2,70.0,74.0,male,25654,8600000US25654
2,18.0,19.0,male,49883,8600000US49883
269,85.0,nan,male,53705,8600000US53705
10,75.0,79.0,female,72546,8600000US72546
496,10.0,14.0,male,1569,8600000US01569
1039,45.0,49.0,male,18914,8600000US18914
87,85.0,nan,male,33073,8600000US33073
280,50.0,54.0,female,4462,8600000US04462
2103,nan,nan,nan,66075,8600000US66075
1208,55.0,59.0,female,915,8600000US00915
93,70.0,74.0,male,2460,8600000US02460
39,25.0,29.0,female,24250,8600000US24250
54,70.0,74.0,male,63377,8600000US63377
9,55.0,59.0,female,21652,8600000US21652
188,50.0,54.0,female,71486,8600000US71486
83,70.0,74.0,male,43431,8600000US43431
23,55.0,59.0,female,51540,8600000US51540
227,5.0,9.0,female,23824,8600000US23824
1,65.0,66.0,female,52307,8600000US52307
18,21.0,21.0,male,61240,8600000US61240
64,80.0,84.0,male,2559,8600000US02559
167,21.0,21.0,male,53214,8600000US53214
9202,nan,nan,nan,99324,8600000US99324
697,62.0,64.0,female,30087,8600000US30087
22,30.0,34.0,male,69154,8600000US69154
49,55.0,59.0,female,45836,8600000US45836
194,35.0,39.0,female,35748,8600000US35748
311,15.0,17.0,female,98332,8600000US98332
127,45.0,49.0,female,74764,8600000US74764
41,70.0,74.0,female,62999,8600000US62999
2095,25.0,29.0,female,11354,8600000US11354
246,30.0,34.0,male,32579,8600000US32579
160,10.0,14.0,female,56621,8600000US56621
8,20.0,20.0,female,43045,8600000US43045
64,5.0,9.0,female,31827,8600000US31827
39,60.0,61.0,male,5656,8600000US05656
319,10.0,14.0,male,55976,8600000US55976
67,62.0,64.0,female,4614,8600000US04614
9,67.0,69.0,male,12454,8600000US12454
23,70.0,74.0,male,41044,8600000US41044
85,25.0,29.0,female,61537,8600000US61537
19018,nan,nan,male,70737,8600000US70737
123,80.0,84.0,female,46550,8600000US46550
714,45.0,49.0,female,15425,8600000US15425
1038,0.0,4.0,female,95688,8600000US95688
10,15.0,17.0,male,72435,8600000US72435
28,22.0,24.0,female,15765,8600000US15765
25,62.0,64.0,female,72471,8600000US72471
63,22.0,24.0,male,14416,8600000US14416
71,15.0,17.0,female,3086,8600000US03086
1466,50.0,54.0,female,18102,8600000US18102
16,25.0,29.0,female,56245,8600000US56245
909,10.0,14.0,female,49015,8600000US49015
130,45.0,49.0,female,32462,8600000US32462
7,15.0,17.0,female,24927,8600000US24927
140,45.0,49.0,female,37880,8600000US37880
4,60.0,61.0,female,84735,8600000US84735
210,10.0,14.0,female,76255,8600000US76255
52,21.0,21.0,male,77098,8600000US77098
57,15.0,17.0,male,24092,8600000US24092
15,62.0,64.0,female,96096,8600000US96096
2,70.0,74.0,male,81434,8600000US81434
419,40.0,44.0,female,11518,8600000US11518
411,62.0,64.0,male,30318,8600000US30318
22,45.0,49.0,male,85923,8600000US85923
9930,nan,nan,female,98177,8600000US98177
466,35.0,39.0,female,75402,8600000US75402
40,45.0,49.0,female,61742,8600000US61742
786,62.0,64.0,female,48185,8600000US48185
20,25.0,29.0,female,27917,8600000US27917
124,80.0,84.0,male,90301,8600000US90301
3244,nan,nan,male,75972,8600000US75972
52,85.0,nan,male,39083,8600000US39083
157,10.0,14.0,male,63343,8600000US63343
13,67.0,69.0,male,51646,8600000US51646
15,70.0,74.0,female,50157,8600000US50157
28,55.0,59.0,female,96091,8600000US96091
84,67.0,69.0,male,63780,8600000US63780
11596,nan,nan,nan,13492,8600000US13492
10686,nan,nan,nan,38320,8600000US38320
1534,5.0,9.0,male,28079,8600000US28079
179,67.0,69.0,male,33315,8600000US33315
252,50.0,54.0,female,14569,8600000US14569
1,80.0,84.0,male,7939,8600000US07939
5,75.0,79.0,male,68834,8600000US68834
2,22.0,24.0,female,93429,8600000US93429
16,30.0,34.0,female,24813,8600000US24813
22,50.0,54.0,male,18625,8600000US18625
38,30.0,34.0,male,81073,8600000US81073
7,55.0,59.0,male,59257,8600000US59257
31,75.0,79.0,male,15864,8600000US15864
44,15.0,17.0,female,79096,8600000US79096
120,nan,nan,nan,87746,8600000US87746
17,62.0,64.0,female,49905,8600000US49905
413,55.0,59.0,female,77836,8600000US77836
83,10.0,14.0,male,50140,8600000US50140
566,55.0,59.0,male,80124,8600000US80124
37,65.0,66.0,female,14105,8600000US14105
2,18.0,19.0,female,15361,8600000US15361
32,22.0,24.0,male,78039,8600000US78039
13,50.0,54.0,male,59026,8600000US59026
3,75.0,79.0,male,28720,8600000US28720
13,15.0,17.0,female,41650,8600000US41650
8,85.0,nan,female,47030,8600000US47030
336,35.0,39.0,male,83350,8600000US83350
21,35.0,39.0,female,95346,8600000US95346
209,10.0,14.0,female,46120,8600000US46120
64,60.0,61.0,female,64465,8600000US64465
1,18.0,19.0,male,14774,8600000US14774
2,21.0,21.0,male,20617,8600000US20617
26,60.0,61.0,female,85362,8600000US85362
72,0.0,4.0,male,5255,8600000US05255
321,5.0,9.0,male,30642,8600000US30642
1306,35.0,39.0,female,84088,8600000US84088
61,80.0,84.0,male,98446,8600000US98446
534,22.0,24.0,female,61108,8600000US61108
4,25.0,29.0,female,12808,8600000US12808
461,45.0,49.0,female,2341,8600000US02341
580,35.0,39.0,female,50702,8600000US50702
305,45.0,49.0,male,28771,8600000US28771
65,10.0,14.0,male,24553,8600000US24553
600,62.0,64.0,male,37814,8600000US37814
77,5.0,9.0,female,54014,8600000US54014
2,85.0,nan,male,47965,8600000US47965
281,18.0,19.0,male,28715,8600000US28715
43,21.0,21.0,male,66027,8600000US66027
142,22.0,24.0,male,79756,8600000US79756
38,62.0,64.0,female,75932,8600000US75932
40,40.0,44.0,male,7934,8600000US07934
5,18.0,19.0,female,84305,8600000US84305
116,60.0,61.0,male,65708,8600000US65708
8,65.0,66.0,female,50478,8600000US50478
231,0.0,4.0,male,75657,8600000US75657
50,20.0,20.0,male,28040,8600000US28040
523,25.0,29.0,male,30728,8600000US30728
93,85.0,nan,male,77388,8600000US77388
9,50.0,54.0,male,13435,8600000US13435
155,5.0,9.0,female,7702,8600000US07702
441,45.0,49.0,female,40204,8600000US40204
20,40.0,44.0,male,80515,8600000US80515
4,62.0,64.0,male,63433,8600000US63433
188,65.0,66.0,male,85037,8600000US85037
822,40.0,44.0,female,84098,8600000US84098
3,65.0,66.0,female,50433,8600000US50433
645,18.0,19.0,male,36116,8600000US36116
37,35.0,39.0,female,2802,8600000US02802
47,40.0,44.0,female,62324,8600000US62324
93,5.0,9.0,female,79525,8600000US79525
2,62.0,64.0,male,42370,8600000US42370
390,62.0,64.0,male,21225,8600000US21225
10,70.0,74.0,female,73079,8600000US73079
300,40.0,44.0,male,31052,8600000US31052
707,30.0,34.0,male,29316,8600000US29316
5,65.0,66.0,male,79538,8600000US79538
109,80.0,84.0,female,97496,8600000US97496
167,75.0,79.0,female,77303,8600000US77303
24,67.0,69.0,male,61242,8600000US61242
1172,5.0,9.0,male,30342,8600000US30342
39,60.0,61.0,female,74116,8600000US74116
54,85.0,nan,female,24127,8600000US24127
995,25.0,29.0,male,48127,8600000US48127
18,10.0,14.0,male,5260,8600000US05260
650,30.0,34.0,female,33405,8600000US33405
20,60.0,61.0,female,66781,8600000US66781
263,35.0,39.0,male,39540,8600000US39540
5,70.0,74.0,male,53016,8600000US53016
1,75.0,79.0,female,4057,8600000US04057
20,20.0,20.0,female,75416,8600000US75416
18,70.0,74.0,male,49934,8600000US49934
19,18.0,19.0,male,12175,8600000US12175
6,50.0,54.0,male,47455,8600000US47455
688,10.0,14.0,female,95003,8600000US95003
290,0.0,4.0,female,18431,8600000US18431
1743,22.0,24.0,male,90057,8600000US90057
83,62.0,64.0,female,71234,8600000US71234
535,18.0,19.0,male,30117,8600000US30117
712,18.0,19.0,female,30016,8600000US30016
15,10.0,14.0,male,56255,8600000US56255
12,18.0,19.0,male,80731,8600000US80731
84,25.0,29.0,female,53560,8600000US53560
109,30.0,34.0,male,43824,8600000US43824
31,45.0,49.0,female,97826,8600000US97826
43,35.0,39.0,male,70658,8600000US70658
14,30.0,34.0,male,64647,8600000US64647
13470,nan,nan,nan,52807,8600000US52807
7,15.0,17.0,female,88325,8600000US88325
6,18.0,19.0,male,69346,8600000US69346
15095,nan,nan,male,29414,8600000US29414
711,35.0,39.0,male,29418,8600000US29418
1165,50.0,54.0,male,33594,8600000US33594
2320,50.0,54.0,male,89121,8600000US89121
44,75.0,79.0,female,99159,8600000US99159
1030,62.0,64.0,male,32137,8600000US32137
92,67.0,69.0,female,1523,8600000US01523
24834,nan,nan,male,21117,8600000US21117
215,60.0,61.0,male,12047,8600000US12047
936,50.0,54.0,female,75224,8600000US75224
993,5.0,9.0,male,77016,8600000US77016
68,75.0,79.0,female,85297,8600000US85297
102,60.0,61.0,female,20732,8600000US20732
62,10.0,14.0,male,64482,8600000US64482
8,5.0,9.0,female,76445,8600000US76445
48,70.0,74.0,female,72447,8600000US72447
154,85.0,nan,female,72117,8600000US72117
29,75.0,79.0,female,4289,8600000US04289
10,18.0,19.0,male,52225,8600000US52225
107,25.0,29.0,male,30222,8600000US30222
24,65.0,66.0,male,5464,8600000US05464
680,55.0,59.0,female,66106,8600000US66106
24,0.0,4.0,female,84643,8600000US84643
2,70.0,74.0,male,6373,8600000US06373
8,22.0,24.0,female,59027,8600000US59027
695,35.0,39.0,female,23324,8600000US23324
25,67.0,69.0,female,46772,8600000US46772
7,65.0,66.0,female,68855,8600000US68855
67,80.0,84.0,female,49415,8600000US49415
482,45.0,49.0,male,93930,8600000US93930
46,15.0,17.0,female,14826,8600000US14826
11,65.0,66.0,male,20621,8600000US20621
168,nan,nan,female,63828,8600000US63828
4519,nan,nan,male,29172,8600000US29172
483,60.0,61.0,male,33647,8600000US33647
52,50.0,54.0,female,12125,8600000US12125
33,15.0,17.0,female,3287,8600000US03287
8,18.0,19.0,male,59066,8600000US59066
32,0.0,4.0,female,64668,8600000US64668
187,22.0,24.0,female,48381,8600000US48381
239,80.0,84.0,female,85027,8600000US85027
4,5.0,9.0,female,55752,8600000US55752
4,80.0,84.0,male,58361,8600000US58361
5,0.0,4.0,female,56591,8600000US56591
21,35.0,39.0,male,84752,8600000US84752
160,60.0,61.0,female,15906,8600000US15906
21,25.0,29.0,male,51430,8600000US51430
544,30.0,34.0,female,76049,8600000US76049
560,75.0,79.0,female,6489,8600000US06489
107,21.0,21.0,male,55343,8600000US55343
35,80.0,84.0,female,14098,8600000US14098
35,22.0,24.0,male,67058,8600000US67058
43,35.0,39.0,male,6777,8600000US06777
11,35.0,39.0,female,68316,8600000US68316
20,40.0,44.0,male,99040,8600000US99040
268,67.0,69.0,male,14526,8600000US14526
374,22.0,24.0,female,89511,8600000US89511
469,10.0,14.0,female,30401,8600000US30401
113,0.0,4.0,female,23015,8600000US23015
29,60.0,61.0,female,99576,8600000US99576
179,5.0,9.0,male,62363,8600000US62363
15,20.0,20.0,male,34211,8600000US34211
968,55.0,59.0,female,37172,8600000US37172
5,75.0,79.0,male,38944,8600000US38944
39,40.0,44.0,female,73074,8600000US73074
232,60.0,61.0,male,19406,8600000US19406
3,85.0,nan,female,56170,8600000US56170
2,85.0,nan,male,57427,8600000US57427
491,5.0,9.0,male,26505,8600000US26505
64,85.0,nan,female,31320,8600000US31320
20,55.0,59.0,female,75784,8600000US75784
453,85.0,nan,female,90016,8600000US90016
9,55.0,59.0,male,70782,8600000US70782
41,35.0,39.0,female,47541,8600000US47541
1867,50.0,54.0,female,27615,8600000US27615
12,45.0,49.0,female,25139,8600000US25139
108,18.0,19.0,female,34442,8600000US34442
65,70.0,74.0,male,79734,8600000US79734
539,35.0,39.0,female,78738,8600000US78738
12,35.0,39.0,female,83436,8600000US83436
25,45.0,49.0,female,72347,8600000US72347
4,70.0,74.0,female,37140,8600000US37140
20,50.0,54.0,female,14885,8600000US14885
1427,25.0,29.0,female,96815,8600000US96815
76,65.0,66.0,male,98252,8600000US98252
258,21.0,21.0,female,33414,8600000US33414
5,62.0,64.0,female,8248,8600000US08248
26,35.0,39.0,female,74423,8600000US74423
529,nan,nan,female,31648,8600000US31648
80,65.0,66.0,female,38485,8600000US38485
1448,0.0,4.0,male,45014,8600000US45014
73,60.0,61.0,female,62232,8600000US62232
41,67.0,69.0,male,65010,8600000US65010
66,25.0,29.0,male,72840,8600000US72840
36,15.0,17.0,female,65779,8600000US65779
2,15.0,17.0,female,47467,8600000US47467
4,15.0,17.0,male,5902,8600000US05902
64,40.0,44.0,male,18629,8600000US18629
97,75.0,79.0,female,77032,8600000US77032
115,70.0,74.0,female,11951,8600000US11951
52,40.0,44.0,female,28449,8600000US28449
107,60.0,61.0,male,8758,8600000US08758
128,15.0,17.0,male,27864,8600000US27864
111,65.0,66.0,male,8837,8600000US08837
600,35.0,39.0,male,68522,8600000US68522
1450,30.0,34.0,male,92646,8600000US92646
3032,nan,nan,female,20634,8600000US20634
131,60.0,61.0,male,25304,8600000US25304
32,45.0,49.0,female,36425,8600000US36425
14,70.0,74.0,male,75669,8600000US75669
7,18.0,19.0,male,68328,8600000US68328
78,70.0,74.0,male,47512,8600000US47512
542,67.0,69.0,female,34232,8600000US34232
10,35.0,39.0,male,16943,8600000US16943
341,50.0,54.0,male,71852,8600000US71852
17695,nan,nan,female,30338,8600000US30338
385,67.0,69.0,female,60626,8600000US60626
5,85.0,nan,male,33865,8600000US33865
9,70.0,74.0,female,37765,8600000US37765
228,30.0,34.0,female,27983,8600000US27983
382,35.0,39.0,male,67206,8600000US67206
18,45.0,49.0,male,43458,8600000US43458
125,40.0,44.0,male,49088,8600000US49088
12,15.0,17.0,male,84338,8600000US84338
474,0.0,4.0,female,83617,8600000US83617
2,62.0,64.0,male,1350,8600000US01350
56,80.0,84.0,male,42408,8600000US42408
25,85.0,nan,male,49460,8600000US49460
338,45.0,49.0,female,28429,8600000US28429
153,67.0,69.0,female,1610,8600000US01610
35,45.0,49.0,female,79057,8600000US79057
707,nan,nan,female,35585,8600000US35585
119,60.0,61.0,male,6419,8600000US06419
25,50.0,54.0,female,96105,8600000US96105
6,21.0,21.0,male,17237,8600000US17237
33,62.0,64.0,male,48621,8600000US48621
931,50.0,54.0,male,33772,8600000US33772
118,50.0,54.0,female,80459,8600000US80459
44,45.0,49.0,female,62431,8600000US62431
4,75.0,79.0,female,84740,8600000US84740
61,60.0,61.0,female,1225,8600000US01225
5,40.0,44.0,female,24595,8600000US24595
29,75.0,79.0,female,55775,8600000US55775
610,nan,nan,male,81131,8600000US81131
15,62.0,64.0,male,47162,8600000US47162
630,10.0,14.0,female,43056,8600000US43056
57,55.0,59.0,male,64088,8600000US64088
4,70.0,74.0,male,66964,8600000US66964
6,25.0,29.0,male,77468,8600000US77468
62,60.0,61.0,male,13308,8600000US13308
449,nan,nan,female,10527,8600000US10527
235,60.0,61.0,female,77023,8600000US77023
4,21.0,21.0,male,12116,8600000US12116
53,55.0,59.0,female,45168,8600000US45168
10,40.0,44.0,female,42638,8600000US42638
103,60.0,61.0,female,14472,8600000US14472
99,67.0,69.0,female,2738,8600000US02738
40,80.0,84.0,female,18446,8600000US18446
327,nan,nan,female,58636,8600000US58636
34,45.0,49.0,female,35746,8600000US35746
756,35.0,39.0,female,43211,8600000US43211
32,65.0,66.0,male,59865,8600000US59865
17,40.0,44.0,female,66740,8600000US66740
42,85.0,nan,male,31605,8600000US31605
317,20.0,20.0,male,67501,8600000US67501
43,20.0,20.0,female,55355,8600000US55355
1,80.0,84.0,male,73835,8600000US73835
35454,nan,nan,nan,28117,8600000US28117
3,20.0,20.0,male,55970,8600000US55970
93,18.0,19.0,female,2631,8600000US02631
84,35.0,39.0,male,16115,8600000US16115
31,45.0,49.0,female,76070,8600000US76070
18,18.0,19.0,male,4537,8600000US04537
14,15.0,17.0,female,6409,8600000US06409
492,10.0,14.0,female,53073,8600000US53073
124,10.0,14.0,female,90293,8600000US90293
19,62.0,64.0,female,42286,8600000US42286
127,22.0,24.0,male,44287,8600000US44287
569,62.0,64.0,female,86004,8600000US86004
51,80.0,84.0,female,13140,8600000US13140
10,15.0,17.0,female,56023,8600000US56023
316,0.0,4.0,female,14103,8600000US14103
777,40.0,44.0,male,15216,8600000US15216
18,75.0,79.0,female,75451,8600000US75451
1068,nan,nan,nan,5836,8600000US05836
520,62.0,64.0,male,11704,8600000US11704
528,0.0,4.0,male,60642,8600000US60642
252,21.0,21.0,female,60659,8600000US60659
42117,nan,nan,nan,78704,8600000US78704
39,30.0,34.0,female,61942,8600000US61942
2,20.0,20.0,male,66710,8600000US66710
711,55.0,59.0,female,78253,8600000US78253
13,67.0,69.0,female,41360,8600000US41360
277,15.0,17.0,male,56071,8600000US56071
12,62.0,64.0,male,77629,8600000US77629
1123,40.0,44.0,female,33174,8600000US33174
167,80.0,84.0,female,29170,8600000US29170
84,80.0,84.0,male,28705,8600000US28705
976,50.0,54.0,female,95677,8600000US95677
69,45.0,49.0,female,23153,8600000US23153
62,18.0,19.0,female,70052,8600000US70052
415,5.0,9.0,male,24055,8600000US24055
15,10.0,14.0,female,39062,8600000US39062
357,50.0,54.0,female,35004,8600000US35004
657,0.0,4.0,female,57301,8600000US57301
1168,50.0,54.0,female,29414,8600000US29414
516,22.0,24.0,male,97801,8600000US97801
473,55.0,59.0,female,11780,8600000US11780
1,18.0,19.0,male,4541,8600000US04541
289,70.0,74.0,female,39565,8600000US39565
56,40.0,44.0,female,79322,8600000US79322
32,45.0,49.0,female,88311,8600000US88311
4,20.0,20.0,female,97636,8600000US97636
5,25.0,29.0,male,67103,8600000US67103
125,15.0,17.0,female,26704,8600000US26704
697,0.0,4.0,male,32904,8600000US32904
1995,25.0,29.0,male,87401,8600000US87401
17,50.0,54.0,male,24082,8600000US24082
44,55.0,59.0,male,21779,8600000US21779
10,15.0,17.0,female,4760,8600000US04760
407,70.0,74.0,female,60047,8600000US60047
73,22.0,24.0,female,24970,8600000US24970
18,18.0,19.0,female,56531,8600000US56531
5043,nan,nan,nan,97032,8600000US97032
3,0.0,4.0,female,3593,8600000US03593
42,18.0,19.0,female,49911,8600000US49911
10,21.0,21.0,male,18321,8600000US18321
16,70.0,74.0,male,66864,8600000US66864
84,67.0,69.0,male,63650,8600000US63650
14,20.0,20.0,male,95623,8600000US95623
605,0.0,4.0,female,30728,8600000US30728
93,10.0,14.0,male,75705,8600000US75705
881,35.0,39.0,male,77662,8600000US77662
174,40.0,44.0,female,43938,8600000US43938
1,22.0,24.0,male,95364,8600000US95364
527,15.0,17.0,female,95128,8600000US95128
4,5.0,9.0,male,62319,8600000US62319
1263,30.0,34.0,female,96720,8600000US96720
881,50.0,54.0,female,35214,8600000US35214
242,67.0,69.0,male,6385,8600000US06385
1,35.0,39.0,male,95923,8600000US95923
31,25.0,29.0,female,1092,8600000US01092
3744,nan,nan,male,21226,8600000US21226
78,40.0,44.0,male,57469,8600000US57469
169,67.0,69.0,female,11751,8600000US11751
57,0.0,4.0,male,84328,8600000US84328
6,10.0,14.0,male,4646,8600000US04646
312,45.0,49.0,male,35114,8600000US35114
982,45.0,49.0,male,6468,8600000US06468
1659,85.0,nan,female,95608,8600000US95608
11,20.0,20.0,male,32140,8600000US32140
12540,nan,nan,nan,12586,8600000US12586
20,22.0,24.0,female,61733,8600000US61733
319,35.0,39.0,female,7605,8600000US07605
61,70.0,74.0,male,15437,8600000US15437
401,60.0,61.0,female,95405,8600000US95405
52,67.0,69.0,female,56473,8600000US56473
268,15.0,17.0,male,53228,8600000US53228
199,62.0,64.0,female,16511,8600000US16511
271,67.0,69.0,male,34240,8600000US34240
3212,nan,nan,female,62233,8600000US62233
3,80.0,84.0,male,46144,8600000US46144
84,60.0,61.0,female,75840,8600000US75840
22,85.0,nan,female,28356,8600000US28356
16,70.0,74.0,female,85911,8600000US85911
21,45.0,49.0,male,89412,8600000US89412
55,25.0,29.0,male,21822,8600000US21822
21,21.0,21.0,male,97720,8600000US97720
2382,50.0,54.0,male,75002,8600000US75002
18,85.0,nan,male,56465,8600000US56465
19426,nan,nan,female,46901,8600000US46901
127,18.0,19.0,male,35179,8600000US35179
2,15.0,17.0,male,98845,8600000US98845
12,21.0,21.0,male,84523,8600000US84523
13,40.0,44.0,female,62856,8600000US62856
157,18.0,19.0,female,25313,8600000US25313
42,22.0,24.0,female,95551,8600000US95551
57,70.0,74.0,male,64673,8600000US64673
55,65.0,66.0,female,3584,8600000US03584
47,21.0,21.0,female,69001,8600000US69001
22,21.0,21.0,female,27949,8600000US27949
2932,nan,nan,nan,38737,8600000US38737
54,50.0,54.0,female,41603,8600000US41603
26,70.0,74.0,female,56266,8600000US56266
25,80.0,84.0,male,75452,8600000US75452
290,35.0,39.0,male,46567,8600000US46567
117,70.0,74.0,female,84332,8600000US84332
